ProductKey,ProductSubcategoryKey,Weight Unit Measure Code,Size Unit Measure Code,ProductName,Cost,Color,Safety Stock Level,Reorder Point,List Price,Size,Size Range,Weight,Days To Manufacture,Product Line,Dealer Price,Class,Style,Model Name,Product Description,Start Date,End Date,Status
139,NULL,NULL,NULL,Lock Nut 18,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
140,NULL,NULL,NULL,Lock Ring,NULL,Silver,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
141,NULL,NULL,NULL,Lower Head Race,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
142,NULL,NULL,NULL,Lock Washer 4,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
143,NULL,NULL,NULL,Lock Washer 5,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
144,NULL,NULL,NULL,Lock Washer 10,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
145,NULL,NULL,NULL,Lock Washer 6,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
146,NULL,NULL,NULL,Lock Washer 13,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
147,NULL,NULL,NULL,Lock Washer 8,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
148,NULL,NULL,NULL,Lock Washer 1,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
149,NULL,NULL,NULL,Lock Washer 7,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
150,NULL,NULL,NULL,Lock Washer 12,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
151,NULL,NULL,NULL,Lock Washer 2,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
152,NULL,NULL,NULL,Lock Washer 9,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
153,NULL,NULL,NULL,Lock Washer 3,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
154,NULL,NULL,NULL,Lock Washer 11,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
155,NULL,NULL,NULL,Metal Angle,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
156,NULL,NULL,NULL,Metal Bar 1,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
157,NULL,NULL,NULL,Metal Bar 2,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
158,NULL,NULL,NULL,Metal Plate 2,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
159,NULL,NULL,NULL,Metal Plate 1,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
160,NULL,NULL,NULL,Metal Plate 3,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
161,NULL,NULL,NULL,Metal Sheet 2,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
162,NULL,NULL,NULL,Metal Sheet 3,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
163,NULL,NULL,NULL,Metal Sheet 7,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
164,NULL,NULL,NULL,Metal Sheet 4,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
165,NULL,NULL,NULL,Metal Sheet 5,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
166,NULL,NULL,NULL,Metal Sheet 6,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
167,NULL,NULL,NULL,Metal Sheet 1,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
168,NULL,NULL,NULL,Metal Tread Plate,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
169,NULL,NULL,NULL,LL Nipple,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,"L ",NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
170,NULL,NULL,NULL,HL Nipple,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
171,NULL,NULL,NULL,Paint - Black,NULL,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
172,NULL,NULL,NULL,Paint - Red,NULL,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
173,NULL,NULL,NULL,Paint - Silver,NULL,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
174,NULL,NULL,NULL,Paint - Blue,NULL,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
175,NULL,NULL,NULL,Paint - Yellow,NULL,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
176,NULL,NULL,NULL,Pinch Bolt,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
177,NULL,NULL,NULL,Cup-Shaped Race,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
178,NULL,NULL,NULL,Cone-Shaped Race,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
179,NULL,NULL,NULL,Reflector,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
180,NULL,"G  ",NULL,LL Mountain Rim,NULL,NA,800,600,NULL,NULL,NA,435,0,NULL,NULL,"L ",NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
181,NULL,"G  ",NULL,ML Mountain Rim,NULL,NA,800,600,NULL,NULL,NA,450,0,NULL,NULL,"M ",NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
182,NULL,"G  ",NULL,HL Mountain Rim,NULL,NA,800,600,NULL,NULL,NA,400,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
183,NULL,"G  ",NULL,LL Road Rim,NULL,NA,800,600,NULL,NULL,NA,445,0,NULL,NULL,"L ",NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
184,NULL,"G  ",NULL,ML Road Rim,NULL,NA,800,600,NULL,NULL,NA,450,0,NULL,NULL,"M ",NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
185,NULL,"G  ",NULL,HL Road Rim,NULL,NA,800,600,NULL,NULL,NA,400,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
186,NULL,"G  ",NULL,Touring Rim,NULL,NA,800,600,NULL,NULL,NA,460,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
187,NULL,NULL,NULL,LL Mountain Seat Assembly,NULL,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,"L ",NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
188,NULL,NULL,NULL,ML Mountain Seat Assembly,NULL,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,"M ",NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
189,NULL,NULL,NULL,HL Mountain Seat Assembly,NULL,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
190,NULL,NULL,NULL,LL Road Seat Assembly,NULL,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,"L ",NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
191,NULL,NULL,NULL,ML Road Seat Assembly,NULL,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,"M ",NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
192,NULL,NULL,NULL,HL Road Seat Assembly,NULL,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
193,NULL,NULL,NULL,LL Touring Seat Assembly,NULL,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,"L ",NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
194,NULL,NULL,NULL,ML Touring Seat Assembly,NULL,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,"M ",NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
195,NULL,NULL,NULL,HL Touring Seat Assembly,NULL,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
196,NULL,NULL,NULL,LL Spindle/Axle,NULL,NA,500,375,NULL,NULL,NA,NULL,0,NULL,NULL,"L ",NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
197,NULL,NULL,NULL,HL Spindle/Axle,NULL,NA,500,375,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
198,NULL,NULL,NULL,LL Shell,NULL,NA,800,600,NULL,NULL,NA,NULL,0,NULL,NULL,"L ",NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
199,NULL,NULL,NULL,HL Shell,NULL,NA,800,600,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
200,NULL,NULL,NULL,Spokes,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
201,NULL,NULL,NULL,Seat Lug,NULL,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
202,NULL,NULL,NULL,Stem,NULL,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
203,NULL,NULL,NULL,Seat Post,NULL,NA,500,375,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
204,NULL,NULL,NULL,Steerer,NULL,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
205,NULL,NULL,NULL,Seat Stays,NULL,NA,800,600,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
206,NULL,NULL,NULL,Seat Tube,NULL,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
207,NULL,NULL,NULL,Top Tube,NULL,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
208,NULL,NULL,NULL,Tension Pulley,NULL,NA,800,600,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
209,NULL,NULL,NULL,Rear Derailleur Cage,NULL,Silver,500,375,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2003-07-01 00:00:00.000,NULL,Current
210,14,"LB ","CM ","HL Road Frame - Black, 58",868.63,Black,500,375,NULL,58,54-58 CM,2.24,1,"R ",NULL,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2003-07-01 00:00:00.000,NULL,Current
211,14,"LB ","CM ","HL Road Frame - Red, 58",868.63,Red,500,375,NULL,58,54-58 CM,2.24,1,"R ",NULL,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2003-07-01 00:00:00.000,NULL,Current
212,31,NULL,NULL,"Sport-100 Helmet, Red",12.03,Red,4,3,33.64,NULL,NA,NULL,0,"S ",20.1865,NULL,NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
213,31,NULL,NULL,"Sport-100 Helmet, Red",13.88,Red,4,3,33.64,NULL,NA,NULL,0,"S ",20.1865,NULL,NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
214,31,NULL,NULL,"Sport-100 Helmet, Red",13.09,Red,4,3,34.99,NULL,NA,NULL,0,"S ",20.994,NULL,NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2013-07-01 00:00:00.000,NULL,Current
215,31,NULL,NULL,"Sport-100 Helmet, Black",12.03,Black,4,3,33.64,NULL,NA,NULL,0,"S ",20.1865,NULL,NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
216,31,NULL,NULL,"Sport-100 Helmet, Black",13.88,Black,4,3,33.64,NULL,NA,NULL,0,"S ",20.1865,NULL,NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
217,31,NULL,NULL,"Sport-100 Helmet, Black",13.09,Black,4,3,34.99,NULL,NA,NULL,0,"S ",20.994,NULL,NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2013-07-01 00:00:00.000,NULL,Current
218,23,NULL,NULL,"Mountain Bike Socks, M",3.40,White,4,3,9.50,M,M,NULL,0,"M ",5.70,NULL,"U ",Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
219,23,NULL,NULL,"Mountain Bike Socks, L",3.40,White,4,3,9.50,L,L,NULL,0,"M ",5.70,NULL,"U ",Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
220,31,NULL,NULL,"Sport-100 Helmet, Blue",12.03,Blue,4,3,33.64,NULL,NA,NULL,0,"S ",20.1865,NULL,NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
221,31,NULL,NULL,"Sport-100 Helmet, Blue",13.88,Blue,4,3,33.64,NULL,NA,NULL,0,"S ",20.1865,NULL,NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
222,31,NULL,NULL,"Sport-100 Helmet, Blue",13.09,Blue,4,3,34.99,NULL,NA,NULL,0,"S ",20.994,NULL,NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2013-07-01 00:00:00.000,NULL,Current
223,19,NULL,NULL,AWC Logo Cap,5.71,Multi,4,3,8.64,NULL,NA,NULL,0,"S ",5.1865,NULL,"U ",Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
224,19,NULL,NULL,AWC Logo Cap,5.23,Multi,4,3,8.64,NULL,NA,NULL,0,"S ",5.1865,NULL,"U ",Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
225,19,NULL,NULL,AWC Logo Cap,6.92,Multi,4,3,8.99,NULL,NA,NULL,0,"S ",5.394,NULL,"U ",Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,2013-07-01 00:00:00.000,NULL,Current
226,21,NULL,NULL,"Long-Sleeve Logo Jersey, S",31.72,Multi,4,3,48.07,S,S,NULL,0,"S ",28.8404,NULL,"U ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
227,21,NULL,NULL,"Long-Sleeve Logo Jersey, S",29.08,Multi,4,3,48.07,S,S,NULL,0,"S ",28.8404,NULL,"U ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
228,21,NULL,NULL,"Long-Sleeve Logo Jersey, S",38.49,Multi,4,3,49.99,S,S,NULL,0,"S ",29.994,NULL,"U ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01 00:00:00.000,NULL,Current
229,21,NULL,NULL,"Long-Sleeve Logo Jersey, M",31.72,Multi,4,3,48.07,M,M,NULL,0,"S ",28.8404,NULL,"U ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
230,21,NULL,NULL,"Long-Sleeve Logo Jersey, M",29.08,Multi,4,3,48.07,M,M,NULL,0,"S ",28.8404,NULL,"U ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
231,21,NULL,NULL,"Long-Sleeve Logo Jersey, M",38.49,Multi,4,3,49.99,M,M,NULL,0,"S ",29.994,NULL,"U ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01 00:00:00.000,NULL,Current
232,21,NULL,NULL,"Long-Sleeve Logo Jersey, L",31.72,Multi,4,3,48.07,L,L,NULL,0,"S ",28.8404,NULL,"U ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
233,21,NULL,NULL,"Long-Sleeve Logo Jersey, L",29.08,Multi,4,3,48.07,L,L,NULL,0,"S ",28.8404,NULL,"U ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
234,21,NULL,NULL,"Long-Sleeve Logo Jersey, L",38.49,Multi,4,3,49.99,L,L,NULL,0,"S ",29.994,NULL,"U ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01 00:00:00.000,NULL,Current
235,21,NULL,NULL,"Long-Sleeve Logo Jersey, XL",31.72,Multi,4,3,48.07,XL,XL,NULL,0,"S ",28.8404,NULL,"U ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
236,21,NULL,NULL,"Long-Sleeve Logo Jersey, XL",29.08,Multi,4,3,48.07,XL,XL,NULL,0,"S ",28.8404,NULL,"U ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
237,21,NULL,NULL,"Long-Sleeve Logo Jersey, XL",38.49,Multi,4,3,49.99,XL,XL,NULL,0,"S ",29.994,NULL,"U ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01 00:00:00.000,NULL,Current
238,14,"LB ","CM ","HL Road Frame - Red, 62",747.97,Red,500,375,1263.46,62,60-62 CM,2.3,1,"R ",758.0759,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
239,14,"LB ","CM ","HL Road Frame - Red, 62",722.26,Red,500,375,1301.36,62,60-62 CM,2.3,1,"R ",780.8182,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
240,14,"LB ","CM ","HL Road Frame - Red, 62",868.63,Red,500,375,1431.50,62,60-62 CM,2.3,1,"R ",858.90,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
241,14,"LB ","CM ","HL Road Frame - Red, 44",747.97,Red,500,375,1263.46,44,42-46 CM,2.12,1,"R ",758.0759,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
242,14,"LB ","CM ","HL Road Frame - Red, 44",722.26,Red,500,375,1301.36,44,42-46 CM,2.12,1,"R ",780.8182,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
243,14,"LB ","CM ","HL Road Frame - Red, 44",868.63,Red,500,375,1431.50,44,42-46 CM,2.12,1,"R ",858.90,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
244,14,"LB ","CM ","HL Road Frame - Red, 48",747.97,Red,500,375,1263.46,48,48-52 CM,2.16,1,"R ",758.0759,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
245,14,"LB ","CM ","HL Road Frame - Red, 48",722.26,Red,500,375,1301.36,48,48-52 CM,2.16,1,"R ",780.8182,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
246,14,"LB ","CM ","HL Road Frame - Red, 48",868.63,Red,500,375,1431.50,48,48-52 CM,2.16,1,"R ",858.90,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
247,14,"LB ","CM ","HL Road Frame - Red, 52",747.97,Red,500,375,1263.46,52,48-52 CM,2.2,1,"R ",758.0759,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
248,14,"LB ","CM ","HL Road Frame - Red, 52",722.26,Red,500,375,1301.36,52,48-52 CM,2.2,1,"R ",780.8182,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
249,14,"LB ","CM ","HL Road Frame - Red, 52",868.63,Red,500,375,1431.50,52,48-52 CM,2.2,1,"R ",858.90,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
250,14,"LB ","CM ","HL Road Frame - Red, 56",747.97,Red,500,375,1263.46,56,54-58 CM,2.24,1,"R ",758.0759,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
251,14,"LB ","CM ","HL Road Frame - Red, 56",722.26,Red,500,375,1301.36,56,54-58 CM,2.24,1,"R ",780.8182,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
252,14,"LB ","CM ","HL Road Frame - Red, 56",868.63,Red,500,375,1431.50,56,54-58 CM,2.24,1,"R ",858.90,"H ","U ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
253,14,"LB ","CM ","LL Road Frame - Black, 58",176.20,Black,500,375,297.63,58,54-58 CM,2.46,1,"R ",178.5808,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
254,14,"LB ","CM ","LL Road Frame - Black, 58",170.14,Black,500,375,306.56,58,54-58 CM,2.46,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
255,14,"LB ","CM ","LL Road Frame - Black, 58",204.63,Black,500,375,337.22,58,54-58 CM,2.46,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
